,hardware,embedding_index,horizon,probability_opt,perfect_opt,hardware_scenario,diff
4464,washington,211,1,0.49788,0.48785,washington_211,0.010029999999999983
4467,washington,220,1,0.49788,0.49749,washington_220,0.00039000000000000146
4470,washington,221,1,0.49788,0.49749,washington_221,0.00039000000000000146
4473,washington,226,1,0.49648,0.48613,washington_226,0.01034999999999997
4476,washington,227,1,0.49648,0.48613,washington_227,0.01034999999999997
4479,washington,228,1,0.49724,0.49404,washington_228,0.003200000000000036
4482,washington,229,1,0.49724,0.49404,washington_229,0.003200000000000036
4485,washington,232,1,0.49628,0.49491,washington_232,0.0013699999999999823
4488,washington,233,1,0.49628,0.49491,washington_233,0.0013699999999999823
4491,washington,234,1,0.49724,0.49491,washington_234,0.0023299999999999987
4494,washington,235,1,0.49724,0.49491,washington_235,0.0023299999999999987
4497,washington,242,1,0.49656,0.4945,washington_242,0.0020600000000000063
4500,washington,243,1,0.49656,0.4945,washington_243,0.0020600000000000063
4503,washington,248,1,0.49648,0.49568,washington_248,0.0007999999999999674
4506,washington,249,1,0.49648,0.49568,washington_249,0.0007999999999999674
4509,washington,252,1,0.495,0.48477,washington_252,0.010230000000000017
4512,washington,253,1,0.495,0.48477,washington_253,0.010230000000000017
4515,washington,254,1,0.49704,0.48896,washington_254,0.008079999999999976
4518,washington,255,1,0.49704,0.48896,washington_255,0.008079999999999976
4521,washington,258,1,0.49636,0.49478,washington_258,0.0015800000000000258
4524,washington,259,1,0.49636,0.49478,washington_259,0.0015800000000000258
4527,washington,262,1,0.4966,0.49588,washington_262,0.0007199999999999984
4530,washington,263,1,0.4966,0.49588,washington_263,0.0007199999999999984
4533,washington,266,1,0.49656,0.49434,washington_266,0.0022199999999999998
4536,washington,267,1,0.49656,0.49434,washington_267,0.0022199999999999998
4539,washington,270,1,0.49784,0.49695,washington_270,0.0008900000000000019
4542,washington,271,1,0.49784,0.49695,washington_271,0.0008900000000000019
4545,washington,274,1,0.49384,0.49273,washington_274,0.0011099999999999999
4548,washington,275,1,0.49384,0.49273,washington_275,0.0011099999999999999
4551,washington,276,1,0.49448,0.48137,washington_276,0.013109999999999955
4554,washington,277,1,0.49448,0.48137,washington_277,0.013109999999999955
4557,washington,278,1,0.49256,0.48841,washington_278,0.004149999999999987
4560,washington,279,1,0.49256,0.48841,washington_279,0.004149999999999987
4563,washington,280,1,0.49644,0.49447,washington_280,0.0019699999999999718
4566,washington,281,1,0.49644,0.49447,washington_281,0.0019699999999999718
4569,washington,282,1,0.49274,0.49257,washington_282,0.00017000000000000348
4572,washington,283,1,0.49274,0.49257,washington_283,0.00017000000000000348
4575,washington,288,1,0.49696,0.49383,washington_288,0.0031300000000000217
4578,washington,289,1,0.49696,0.49383,washington_289,0.0031300000000000217
4581,washington,290,1,0.49744,0.48841,washington_290,0.009029999999999982
4584,washington,291,1,0.49744,0.48841,washington_291,0.009029999999999982
4587,washington,294,1,0.49272,0.49045,washington_294,0.0022699999999999942
4590,washington,295,1,0.49272,0.49045,washington_295,0.0022699999999999942
4593,washington,296,1,0.49708,0.49658,washington_296,0.0005000000000000004
4596,washington,297,1,0.49708,0.49658,washington_297,0.0005000000000000004
4599,washington,298,1,0.49588,0.49383,washington_298,0.0020499999999999963
4602,washington,299,1,0.49588,0.49383,washington_299,0.0020499999999999963
4605,washington,312,1,0.48676,0.48477,washington_312,0.0019900000000000473
4608,washington,313,1,0.48676,0.48477,washington_313,0.0019900000000000473
4611,washington,314,1,0.49716,0.49654,washington_314,0.0006200000000000094
4614,washington,315,1,0.49716,0.49654,washington_315,0.0006200000000000094
4617,washington,318,1,0.49748,0.4949,washington_318,0.002579999999999971
4620,washington,319,1,0.49748,0.4949,washington_319,0.002579999999999971
4623,washington,320,1,0.49716,0.4949,washington_320,0.0022599999999999842
4626,washington,321,1,0.49716,0.4949,washington_321,0.0022599999999999842
4629,washington,326,1,0.49748,0.49724,washington_326,0.00023999999999996247
4632,washington,327,1,0.49748,0.49724,washington_327,0.00023999999999996247
4635,washington,334,1,0.49792,0.49678,washington_334,0.0011399999999999744
4638,washington,335,1,0.49792,0.49678,washington_335,0.0011399999999999744
4641,washington,336,1,0.4968,0.49614,washington_336,0.0006599999999999939
4644,washington,337,1,0.4968,0.49614,washington_337,0.0006599999999999939
4647,washington,340,1,0.4956,0.48896,washington_340,0.006639999999999979
4650,washington,341,1,0.4956,0.48896,washington_341,0.006639999999999979
4653,washington,344,1,0.4968,0.49658,washington_344,0.00021999999999999797
4656,washington,345,1,0.4968,0.49658,washington_345,0.00021999999999999797
4659,washington,346,1,0.49792,0.4968,washington_346,0.0011199999999999544
4662,washington,347,1,0.49792,0.4968,washington_347,0.0011199999999999544
4665,washington,352,1,0.49228,0.48596,washington_352,0.006319999999999992
4668,washington,353,1,0.49228,0.48596,washington_353,0.006319999999999992
4671,washington,354,1,0.49404,0.48596,washington_354,0.008079999999999976
4674,washington,355,1,0.49404,0.48596,washington_355,0.008079999999999976
4677,washington,356,1,0.49716,0.49675,washington_356,0.00040999999999996595
4680,washington,357,1,0.49716,0.49675,washington_357,0.00040999999999996595
4683,washington,358,1,0.4978,0.49675,washington_358,0.0010499999999999954
4686,washington,359,1,0.4978,0.49675,washington_359,0.0010499999999999954
4689,washington,362,1,0.49716,0.49695,washington_362,0.00020999999999998797
4692,washington,363,1,0.49716,0.49695,washington_363,0.00020999999999998797
4695,washington,366,1,0.49784,0.49635,washington_366,0.0014899999999999913
4698,washington,367,1,0.49784,0.49635,washington_367,0.0014899999999999913
4701,washington,368,1,0.4976,0.49635,washington_368,0.0012499999999999734
4704,washington,369,1,0.4976,0.49635,washington_369,0.0012499999999999734
4707,washington,370,1,0.49776,0.49696,washington_370,0.0007999999999999674
4710,washington,371,1,0.49776,0.49696,washington_371,0.0007999999999999674
4713,washington,374,1,0.49784,0.49631,washington_374,0.0015300000000000313
4716,washington,375,1,0.49784,0.49631,washington_375,0.0015300000000000313
4719,washington,382,1,0.49176,0.48603,washington_382,0.005729999999999957
4722,washington,383,1,0.49176,0.48603,washington_383,0.005729999999999957
4725,washington,392,1,0.497,0.49646,washington_392,0.0005399999999999849
4728,washington,393,1,0.497,0.49646,washington_393,0.0005399999999999849
4731,washington,394,1,0.49636,0.46922,washington_394,0.027139999999999997
4734,washington,395,1,0.49636,0.46922,washington_395,0.027139999999999997
4737,washington,396,1,0.49636,0.48721,washington_396,0.009150000000000047
4740,washington,397,1,0.49636,0.48721,washington_397,0.009150000000000047
4743,washington,402,1,0.49748,0.23333,washington_402,0.26415
4746,washington,403,1,0.49748,0.49658,washington_403,0.0008999999999999564
4755,washington,412,1,0.49776,0.49707,washington_412,0.0006899999999999684
4758,washington,413,1,0.49776,0.4964,washington_413,0.0013599999999999723
4763,washington,417,1,0.48892,0.48721,washington_417,0.0017100000000000448
4764,washington,418,1,0.4942,0.48721,washington_418,0.006989999999999996
4769,washington,422,1,0.4974,0.4938,washington_422,0.003599999999999992
4772,washington,423,1,0.4974,0.49635,washington_423,0.0010499999999999954
4773,washington,424,1,0.49744,0.49635,washington_424,0.0010899999999999799
4776,washington,425,1,0.49744,0.49629,washington_425,0.0011499999999999844
4779,washington,428,1,0.4964,0.49626,washington_428,0.000140000000000029
4782,washington,429,1,0.4964,0.49468,washington_429,0.0017199999999999993
4783,washington,430,1,0.49732,0.49468,washington_430,0.0026399999999999757
4786,washington,431,1,0.49732,0.48603,washington_431,0.011289999999999967
4787,washington,432,1,0.49744,0.48603,washington_432,0.011409999999999976
4790,washington,433,1,0.49744,0.49609,washington_433,0.0013500000000000179
4791,washington,434,1,0.49796,0.49609,washington_434,0.0018700000000000383
4794,washington,435,1,0.49796,0.49678,washington_435,0.0011800000000000144
4795,washington,436,1,0.49724,0.49678,washington_436,0.00046000000000001595
4798,washington,437,1,0.49724,0.49677,washington_437,0.00047000000000002595
4801,washington,439,1,0.49444,0.23333,washington_439,0.26110999999999995
4804,washington,440,1,0.49724,0.47667,washington_440,0.020570000000000033
4807,washington,441,1,0.49724,0.47667,washington_441,0.020570000000000033
4810,washington,442,1,0.49412,0.48254,washington_442,0.01157999999999998
4813,washington,443,1,0.49412,0.48254,washington_443,0.01157999999999998
4816,washington,444,1,0.49724,0.23333,washington_444,0.26391
4819,washington,445,1,0.49724,0.23333,washington_445,0.26391
4822,washington,452,1,0.49656,0.47209,washington_452,0.024469999999999992
4825,washington,453,1,0.49656,0.47209,washington_453,0.024469999999999992
4828,washington,454,1,0.49422,0.47667,washington_454,0.01755000000000001
4831,washington,455,1,0.49422,0.47667,washington_455,0.01755000000000001
4834,washington,458,1,0.49476,0.49308,washington_458,0.0016799999999999593
4837,washington,459,1,0.49476,0.49308,washington_459,0.0016799999999999593
4844,washington,465,1,0.4945,0.49234,washington_465,0.0021599999999999953
4845,washington,466,1,0.496,0.49234,washington_466,0.0036599999999999966
4848,washington,467,1,0.496,0.4938,washington_467,0.0021999999999999797
4849,washington,468,1,0.49628,0.4938,washington_468,0.0024799999999999822
4852,washington,469,1,0.49628,0.49559,washington_469,0.0006900000000000239
4855,washington,474,1,0.49748,0.49581,washington_474,0.0016700000000000048
4858,washington,475,1,0.49748,0.49635,washington_475,0.0011299999999999644
4859,washington,476,1,0.497,0.49635,washington_476,0.0006499999999999839
4862,washington,477,1,0.497,0.48137,washington_477,0.015629999999999977
4863,washington,478,1,0.49228,0.48137,washington_478,0.010909999999999975
4868,washington,482,1,0.49724,0.49478,washington_482,0.0024600000000000177
4871,washington,483,1,0.49724,0.48688,washington_483,0.010360000000000036
4872,washington,484,1,0.49692,0.48688,washington_484,0.010039999999999993
4875,washington,485,1,0.49692,0.49643,washington_485,0.0004899999999999904
4880,washington,492,1,0.49672,0.49658,washington_492,0.00013999999999997348
4883,washington,493,1,0.49672,0.49559,washington_493,0.0011300000000000199
4888,washington,497,1,0.49568,0.48866,washington_497,0.007020000000000026
4889,washington,498,1,0.4968,0.48866,washington_498,0.008140000000000036
4892,washington,499,1,0.4968,0.49524,washington_499,0.0015600000000000058
4897,washington,503,1,0.4968,0.49416,washington_503,0.002640000000000031
4898,washington,504,1,0.4944,0.49416,washington_504,0.00024000000000001798
4901,washington,505,1,0.4944,0.49305,washington_505,0.0013500000000000179
4902,washington,506,1,0.49568,0.49305,washington_506,0.002630000000000021
4905,washington,507,1,0.49568,0.46922,washington_507,0.026459999999999984
4906,washington,508,1,0.47246,0.46922,washington_508,0.003239999999999965
4913,washington,513,1,0.49572,0.48892,washington_513,0.006799999999999973
4914,washington,514,1,0.49644,0.48892,washington_514,0.007519999999999971
4919,washington,518,1,0.49524,0.47732,washington_518,0.01791999999999999
4922,washington,519,1,0.49524,0.46549,washington_519,0.02975
4923,washington,520,1,0.49692,0.46549,washington_520,0.03142999999999996
4926,washington,521,1,0.49692,0.49644,washington_521,0.00047999999999998044
4929,washington,523,1,0.4958,0.49353,washington_523,0.0022699999999999942
4932,washington,526,1,0.49724,0.49631,washington_526,0.0009300000000000419
4937,washington,529,1,0.49724,0.49626,washington_529,0.0009800000000000364
4938,washington,530,1,0.49656,0.49626,washington_530,0.00030000000000002247
4943,washington,534,1,0.49756,0.49447,washington_534,0.0030899999999999817
4946,washington,535,1,0.49756,0.49618,washington_535,0.0013799999999999923
4949,washington,542,1,0.49824,0.49508,washington_542,0.003159999999999996
4952,washington,543,1,0.49824,0.49508,washington_543,0.003159999999999996
4955,washington,544,1,0.49772,0.49589,washington_544,0.0018299999999999983
4958,washington,545,1,0.49772,0.49589,washington_545,0.0018299999999999983
4961,washington,546,1,0.4966,0.49353,washington_546,0.0030699999999999616
4964,washington,547,1,0.4966,0.49353,washington_547,0.0030699999999999616
4967,washington,548,1,0.49636,0.47732,washington_548,0.01904
4970,washington,549,1,0.49636,0.47732,washington_549,0.01904
4973,washington,556,1,0.49732,0.49618,washington_556,0.0011399999999999744
4976,washington,557,1,0.49732,0.49618,washington_557,0.0011399999999999744
4979,washington,558,1,0.4974,0.49696,washington_558,0.00043999999999999595
4982,washington,559,1,0.4974,0.49696,washington_559,0.00043999999999999595
4985,yorktown,1,1,0.49408,0.49294,yorktown_1,0.0011400000000000299
4988,yorktown,6,1,0.49408,0.49258,yorktown_6,0.0015000000000000013
4991,yorktown,8,1,0.49296,0.49277,yorktown_8,0.00019000000000002348
4994,yorktown,9,1,0.49296,0.49277,yorktown_9,0.00019000000000002348
4999,yorktown,13,1,0.49296,0.48685,yorktown_13,0.006110000000000004
5002,yorktown,15,1,0.49276,0.48685,yorktown_15,0.005909999999999971
